Key,English,Japanese,Korean,Taiwan,Chinese,French,Spanish,Portuguese,Thai,Indonesian,Vietnamese,Russian,German
[LinkAccountConfirmInheritSettingTitle],Confirm Account Link,アカウント連携確認,계정 연동 확인,帳號連動提示,账号绑定提示,Vérification de liaison du compte,Confirmar vínculo de cuenta,Confirmar vinculação de conta,ยืนยันการเชื่อมโยงบัญชี,Konfirmasi Penautan Akun,Xác Nhận Liên Kết Tài Khoản,Подтверждение привязки аккаунта,Kontoverknüpfung bestätigen
[LinkAccountSettingCompleteLabel],Account Link Complete,アカウント連携完了,계정 연동 완료,帳號連動完畢,账号绑定完毕,Liaison de compte réussie,Vínculo de cuenta completo,Vinculação de conta concluída,การเชื่อมโยงบัญชีเสร็จสิ้น,Penautan Akun Selesai,Hoàn Tất Liên Kết Tài Khoản,Привязка аккаунта завершена,Kontoverknüpfung abgeschlossen
[LinkAccountSettingCompleteMessage],"You have linked to your {0} account.<br><br>To link to a different account, please reconfigure<br>your link from Account Link in the Menu.",{0}アカウントと連携しました。<br><br>別のアカウントと連携する場合は<br>メニューのアカウント連携から再度設定してください。,{0} 계정과 연동했습니다.<br><br>다른 계정으로 연동하려면<br>메뉴에서부터 다시 설정해 주세요.,{0}帳號已完成連動。<br><br>如果您希望與其他帳號連動，<br>請開啟選單中的「帳號連動」再次進行設定。,{0}账号已完成绑定。<br><br>如需绑定其他账号，<br>请通过菜单中的「账号绑定」重新进行设置。,"La liaison de compte {0} a été effectuée.<br><br>Pour lier un autre compte, répétez l'opération depuis la rubrique Liaison de compte du menu.","Vinculaste a tu cuenta {0}.<br><br>Para vincular a una cuenta diferente, vuelve a configurar<br>tu vínculo desde Vínculo de cuenta en el menú.","O vínculo com a conta {0} foi realizado.<br><br>Caso deseje vincular o jogo com outra conta,<br>refaça a configuração na opção de vinculação de conta.",เชื่อมโยงบัญชี {0} แล้ว<br><br>หากต้องการเชื่อมโยงบัญชีอื่น โปรดไปที่เมนู เลือกการเชื่อมโยงบัญชี<br>เพื่อทำการเชื่อมโยงบัญชีใหม่,"Kamu telah menautkan ke akun {0} milikmu.<br><br>Untuk menautkan akun yang berbeda,<br>silakan mengonfigurasi ulang<br>penautanmu dari Tautan Akun di Menu.","Bạn đã liên kết với tài khoản {0}.<br><br>Để liên kết với một tài khoản khác, vui lòng định cấu hình lại<br>liên kết của bạn từ Liên Kết Tài Khoản trong Menu.","Вы выполнили привязку к своему аккаунту {0}.<br><br>Чтобы привязать другой аккаунт, перенастройте<br>привязку из пункта меню ""Привязка аккаунта"".","Du hast das Spiel mit deinem {0}-Konto<br>verknüpft.<br><br>Um es mit einem anderen Konto zu verknüpfen, musst<br>du die Einstellungen im Menü unter „Kontoverknüpfung“<br>ändern."
[LinkAccountSigninLabel],Sign In,サインイン,로그인,登入,登录,Connexion,Inicia sesión,Entrar,ลงชื่อเข้าใช้,Masuk,Đăng Nhập,Вход,Anmelden
[LinkAccountSettingLabel],Set,設定,설정,設定,确定,Paramètres,Crear,Config.,ตั้งค่า,Atur,Thiết Đặt,Указать,Festlegen
[LinkAccountLinkedLabel],Linked,連携中,연동중,已連動,已绑定,Liaison en cours...,Vinculado,Vinculada,เชื่อมโยงแล้ว,Tertaut,Đã Liên Kết,Привязано,Verknüpft
[LinkAccountNoLinkLabel],Not Linked,未連携,미연동,未連動,未绑定,Non lié,No vinculado,Não vinculada,ยังไม่ได้เชื่อมโยง,Tidak Tertaut,Không Liên Kết,Не привязано,Nicht verknüpft
[GooglePlaySigninTitle],Sign in to Google Play,GooglePlayへサインイン,Google Play 로그인,登入Google Play,登录Google Play,Connexion à Google Play,Iniciar sesión con Google Play,Entrar no Google Play,ลงชื่อเข้าใช้ Google Play,Masuk ke Google Play,Đăng nhập vào Google Play,Войти в Google Play,Bei Google Play anmelden
[GooglePlaySigninMessage],Would you like to sign in to Google Play?,GooglePlayへのサインインを行いますか？,Google Play에 로그인하시겠습니까?,是否要登入Google Play？,是否要登录Google Play？,Voulez-vous vous connecter à Google Play ?,¿Quieres iniciar sesión con Google Play?,Deseja entrar no Google Play?,ต้องการลงชื่อเข้าใช้ Google Play หรือไม่,Apakah kamu ingin masuk ke Google Play?,Bạn có muốn đăng nhập vào Google Play không?,Выполнить вход в Google Play?,Möchtest du dich bei Google Play anmelden?
[SnsTypeOrtegaId],User ID,ユーザーID,유저 ID,使用者ID,用户ID,Identifiant,ID de cliente,ID de usuário,ID ผู้ใช้,ID Pengguna,ID người dùng,ID игрока,Nutzer-ID
[SnsTypeAppleId],Apple,Apple,Apple,Apple,Apple,Apple,Apple,Apple,Apple,Apple,Apple,Apple,Apple
[SnsTypeGooglePlay],Google Play,GooglePlay,Google Play,Google Play,Google Play,Google Play,Google Play,Google Play,Google Play,Google Play,Google Play,Google Play,Google Play
[DownloadTitle],Data Download,データダウンロード,데이터 다운로드,下載資料,下载数据,Téléchargement des données,Descarga de datos,Download de dados,ดาวน์โหลดข้อมูล,Unduhan Data,Tải Xuống Dữ Liệu,Загрузка данных,Datendownload
[DownloadMessage],Additional data will download.<br>({0}),追加データをダウンロードします<br>({0}),추가 데이터를 다운로드합니다.<br>({0}),下載追加資料。<br>({0}),下载追加数据。<br>（{0}）,Des données additionnelles vont être téléchargées.<br>({0}),Se descargarán datos adicionales.<br>({0}),Será feito o download de dados adicionais.<br>({0}),ระบบจะดาวน์โหลดข้อมูลเพิ่มเติม<br>({0}),Data tambahan akan diunduh.<br>({0}),Dữ liệu bổ sung sẽ được tải xuống.<br>({0}),Будут загружены дополнительные данные.<br>({0}),Zusätzliche Daten werden heruntergeladen.<br>({0})
[DownloadYesButton],Download,ダウンロード,다운로드,下載,下载,Télécharger,Descargar,Baixar,ดาวน์โหลด,Unduh,Tải Xuống,Загрузить,Herunterl.
[SelectWorldTitle],Select World,ワールド選択,월드 선택,選擇世界,选择世界,Choix du monde,Elegir mundo,Selecionar mundo,เลือกโลก,Pilih World,Chọn Thế Giới,Выбрать мир,Wähle eine Welt
[SelectWorldFormat],W {0},W{0},W{0},W{0},W{0},M{0},M {0},M {0},W {0},W {0},W {0},W {0},W {0}
[SelectWorldScrollButtonFormat],W {0}-{1},W{0}-{1},W{0}-{1},W{0}-{1},W{0}-{1},M{0}-{1},M {0}-{1},M {0}–{1},W {0}-{1},W {0}-{1},W {0}-{1},W {0}-{1},W {0}-{1}
[SelectWorldLastLogin],Last Login,前回ログイン,최근 접속,上次登入,上次登录,Dernière connexion,Última sesión,Login anterior,ล็อกอินล่าสุด,Login Terakhir,Lần Đăng Nhập Gần Nhất,Последний вход,Letzter Login
[SelectWorldRecommend],Recommended,おすすめ,추천,推薦,推荐,Recommandé,Recomendado,Recomendação,แนะนำ,Rekomendasi,Gợi ý,Рекомендовано,Empfohlen
[SelectWorldStopCreatePlayer],×New Players,×新規加入,신규 생성×,×人數已滿,×人数已满,× Nouveaux joueurs,×Para nuevas personas,× Novas inscrições,×ผู้เล่นใหม่,×Pemain Baru,×Người Chơi Mới,×Новые игроки,×Neue Spieler
[NewUserName],New Player,新プレイヤー,신규 플레이어,新玩家,新玩家,Nouveau joueur,Persona nueva,Novo jogador,ผู้เล่นใหม่,Pemain Baru,Người Chơi Mới,Новый игрок,Neuer Spieler
[NewUserComment],Nice to meet you!,はじめまして、よろしくお願いします,안녕하세요. 잘 부탁드려요!,你好，很高興認識你。,你好，很高兴认识你。,Un plaisir de vous rencontrer !,¡Es un placer conocerte!,"Oi, muito prazer.",ยินดีที่ได้รู้จัก!,Senang bertemu denganmu!,Chào bạn!,Приятно познакомиться!,"Schön, dich zu sehen!"
[EventNoticeTitle],Notices,お知らせ,공지사항,公告,公告,Annonces,Avisos,Avisos,ประกาศ,Pemberitahuan,Thông Báo,Уведомления,Ankündigungen
[EventNoticeEmpty],There are no notices.,告知はありません,공지가 없습니다.,暫無公告,暂无公告,Aucune annonce,No hay avisos.,Não há nenhum aviso.,ไม่พบประกาศ,Tidak ada pemberitahuan.,Không có thông báo.,Нет уведомлений.,Es gibt keine Ankündigungen.
[PushNotificationAndroidCommonChannelName],Push Notifications,プッシュ通知機能,푸시 알림 기능,推播通知,推送功能,Notifications push,Notificaciones,Notificações push,ข้อความแจ้งเตือนพุช,Pemberitahuan Push,Thông Báo Đẩy,Всплывающие уведомления,Push-Benachrichtigungen
[PushNotificationAndroidCommonChannelDescription],You can setup in-game notifications separately.,ゲーム内で機能別通知設定が可能です,게임 내에서 기능별 알림 설정이 가능합니다.,您可以在遊戲內開啟或關閉個別功能的通知。,您可以在游戏内开启或关闭各项功能的通知。,Les différents paramètres de notifications peuvent être modifiés en jeu.,Puedes configurar las notificaciones en el juego por separado.,É possível configurar notificações por funções diferentes dentro do jogo.,คุณสามารถตั้งค่าเฉพาะสำหรับข้อความเตือนในเกมได้,Kamu bisa mengatur pemberitahuan di dalam game secara terpisah.,Bạn có thể thiết lập riêng các thông báo trong trò chơi.,Вы можете настроить внутриигровые уведомления отдельно.,Du kannst die Spielbenachrichtigungen separat einstellen.
[DownloadingAsset],The fruits of the Tree of Life are growing...,世界の樹の実が成長中...,생명의 나무에서 열매가 자라나고 있어요...,世界之樹的果實逐漸成長……,世界之树的果实正在生长……,Les feuilles de l'Arbre de vie virevoltent...,Las hojas del Árbol de la Vida están bailando...,As folhas da Árvore da Vida farfalham...,ต้นไม้แห่งชีวิตโบกใบสะบัด...,Daun dari Pohon Kehidupan sedang menari...,Những chiếc lá của Cây Sự Sống đang nhảy múa...,Листья Древа Жизни кружатся в танце...,Die Blüten am Baum des Lebens tänzeln ...
[DownloadingRawData],Shaping the world...,世界の形を整えています… ,세계의 형상이 갖추어지고 있어요...,世界逐漸成形……,世界正在成型……,Silhouette du monde en cours de façonnement...,Dando forma al mundo...,Dando forma ao mundo...,รังสรรค์โลก...,Membentuk dunia...,Định hình nên thế giới...,Формирование мира...,Sie formen die Welt ...
[Loading],Transcribing revelations...,情報転写...,열매에 정보를 입력 중...,轉錄基因資訊……,转录脉络记忆……,Floraison en approche...,Preparándose para florecer...,Preparando para desabrochar...,รอวันเบ่งบาน...,Bersiap untuk mekar...,Chuẩn bị nở hoa...,Подготовка к цветению...,Sie erblühen ...
[GameQuitTitle],Quit Game,ゲーム終了,게임 종료,離開遊戲,结束游戏,Quitter le jeu,Salir del juego,Encerrar jogo,ออกจากเกม,Keluar Game,Thoát Trò Chơi,Выход из игры,Spiel beenden
[GameQuitMessage],Would you like to quit the game?,ゲームを終了しますか？,게임을 종료하시겠습니까?,是否要離開遊戲？,是否要结束游戏？,Voulez-vous quitter le jeu ?,¿Quieres salir del juego?,Deseja encerrar o jogo?,ต้องการออกจากเกมหรือไม่,Apakah kamu ingin keluar dari game?,Bạn có muốn thoát khỏi trò chơi không?,Выйти из игры?,Möchtest du das Spiel beenden?
[GameQuitYesButton],Quit,終了する,종료,離開,结束,Quitter,Salir,Encerrar,ออก,Keluar,Thoát,Выход,Beenden
[UpdateInStore],Update,ストアで更新,업데이트,更新,前往更新,Mettre à jour,Actualizar,Atualizar,อัปเดต,Update,Cập Nhật,Обновить,Aktualisieren
[UpdateInWebSite],Update,更新する,업데이트,更新,更新,,,,,,,,
[UpdateInWebSiteMessage],A new version of the app is available.<br>Please update it from<br>the official website and restart.,最新バージョンがあります<br>公式サイトからアプリを更新して<br>再起動してください,새로운 업데이트가 있습니다.<br>공식 홈페이지를 통해 최신 버전으로<br>업데이트한 뒤 다시 실행해 주세요.,新版本現已推出。<br>請從官方網站取得更新後<br>重新啟動應用程式。,新版本现已推出。<br>请从官方网站更新后<br>重新启动应用程序。,,,,,,,,
[TwitterButton],Official X,公式Xへ,공식 X,官方X,X,X,X,X,X,X,X,X,X
[TwitterUrl],https://twitter.com/mementomori_EN,https://twitter.com/mementomori_boi?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/mementomori_KO,https://twitter.com/mementomori_TW,https://twitter.com/mementomori_EN,https://twitter.com/mementomori_EN,https://twitter.com/mementomori_EN,https://twitter.com/mementomori_EN,https://twitter.com/mementomori_EN,https://twitter.com/mementomori_EN,https://twitter.com/mementomori_EN,https://twitter.com/mementomori_EN,https://twitter.com/mementomori_EN
[ErrorRetryButton],Retry,リトライ,재시도,重試,重试,Réessayer,Reintentar,Tentar,ลองใหม่,Coba Lagi,Thử Lại,Повторить,Erneut vers.
[ErrorRetryMenuButton],Menu,メニュー,메뉴,選單,菜单,Menu,Menú,Menu,เมนู,Menu,Menu,Меню,Menü
[FaqUrl],https://mementomori.zendesk.com/hc/en-us,https://mementomori.zendesk.com/hc/ja,https://mementomori.zendesk.com/hc/ko,https://mementomori.zendesk.com/hc/zh-tw,https://mementomori.zendesk.com/hc/zh-cn,https://mementomori.zendesk.com/hc/en-us,https://mementomori.zendesk.com/hc/en-us,https://mementomori.zendesk.com/hc/en-us,https://mementomori.zendesk.com/hc/en-us,https://mementomori.zendesk.com/hc/en-us,https://mementomori.zendesk.com/hc/en-us,https://mementomori.zendesk.com/hc/en-us,https://mementomori.zendesk.com/hc/en-us
[TitleMenuTitle],Menu,メニュー,메뉴,選單,菜单,Menu,Menú,Menu,เมนู,Menu,Menu,Меню,Menü
[TitleMenuButtonNotice],Notices,お知らせ,공지사항,公告,公告,Annonces,Avisos,Avisos,ประกาศ,Pemberitahuan,Thông Báo,Уведомления,Ankündigungen
[TitleMenuButtonContact],Contact Us,お問い合わせ,문의,聯絡客服,联系客服,Nous contacter,Contáctanos,Consultas,ติดต่อเรา,Hubungi Kami,Liên Hệ Chúng Tôi,Связаться с нами,Kontakt
[TitleMenuButtonRecovery],App Data Recovery,アプリデータ修復,앱 데이터 복구,APP資料修復,应用数据修复,Restaurer ,Recuperar datos,Dados do aplicativo,เรียกคืนข้อมูลแอป,Pulih Data Aplikasi,Khôi Phục Dữ Liệu,Восстановление<br>данных приложения,App-<br>Datenwiederherst.
[TitleMenuButtonDeleteUserData],Reset Game Data,ゲームデータ初期化,게임 데이터 삭제,遊戲資料初始化,游戏数据初始化,Réinitialiser,Restablecer datos,Dados de jogo,รีเซ็ตข้อมูลเกม,Reset Data Game,Đặt Lại Dữ Liệu Trò Chơi,Сброс игровых данных,Spieldaten zurücksetzen
[TitleMenuButtonFaq],FAQ,FAQ,FAQ,FAQ,FAQ,FAQ,Ayuda,Perguntas,คำถามที่พบบ่อย,FAQ,Câu Hỏi Thường Gặp,FAQ,Häufige Fragen
[TitleMenuButtonWarningList],Individual Notices,運営からの個別通知,개별 통지,個別通知,个别通知,Notifications,Avisos individuales,Notificação individual,ประกาศส่วนบุคคล,Notis Individual,Thông Báo Cá Nhân,Персональные<br>уведомления,Individuelle Ankündigungen
[TitleDataRecoveryTitle],App Data Recovery,アプリデータ修復,앱 데이터 복구,APP資料修復,应用数据修复,Restaurer les données de l'application,Recuperación de datos de la aplicación,Restaurar dados do aplicativo,เรียกคืนข้อมูลแอป,Pemulihan Data Aplikasi,Khôi Phục Dữ Liệu Ứng Dụng,Восстановление данных приложения,App-Datenwiederherstellung
[TitleDataRecoveryButtonYes],Recover,修復する,복구,修復,进行修复,Restaurer,Recuperar,Restaurar,เรียกคืน,Memulihkan,Khôi Phục,Выполнить,Wiederherst.
[TitleDataRecoveryMessage],"Saved app data will be deleted<br>and downloaded again.<br>Game data that is currently being played through<br>will not be deleted.<br><br>By performing an app data recovery,<br>bugs caused by app data corruption that prevent<br>game progression may be fixed.<br><br>Would you like to perform an app data recovery?",保存されたアプリデータを削除して再度ダウンロードします。<br>プレイ中のゲームデータは削除されません。<br><br>アプリデータ修復を行うことで、<br>アプリデータ破損による進行不可などの不具合が<br>解消することがあります。<br><br>アプリデータ修復を行いますか？,현재 디바이스에 저장된 앱 데이터를<br>삭제하고 다시 다운로드합니다.<br><color=#BE5742FF>※게임 데이터는 삭제되지 않습니다.</color><br><br>손상된 앱 데이터를 복구하면<br>게임을 진행할 수 없는 오류가<br>해결될 수 있습니다.<br><br>앱 데이터 복구를 진행하시겠습니까?,刪除已儲存的APP資料並重新下載。<br>這個步驟不會將您的遊戲進度刪除。<br><br>使用APP資料修復<br>可以排除因資料毀損而無法執行遊戲等故障問題。<br><br>是否要執行APP資料修復？,即将删除当前储存的应用数据并重新下载。<br>这个步骤不会删除您的游戏数据。<br><br>使用应用数据修复<br>可以解决因数据损毁而无法执行游戏等故障问题。<br><br>是否要执行应用数据修复？,Les données enregistrées vont être supprimées <br>et téléchargées à nouveau.<br>Les données de la partie en cours<br>ne seront pas supprimées.<br><br>La restauration des données de l'application peut régler<br>certains dysfonctionnements comme<br>l'impossibilité de progresser<br>à cause de données corrompues.<br><br>Souhaitez-vous restaurer les données de l'application ?,Los datos de la aplicación guardados se<br>eliminarán y descargarán de nuevo.<br>Los datos de juego que se están usando<br>actualmente no se eliminarán.<br><br>Al realizar una recuperación de datos de la aplicación<br>se pueden solucionar los errores causados por la<br>corrupción de datos de la aplicación<br>que impiden el progreso del juego.<br><br>¿Quieres hacer una recuperación<br>de datos de la aplicación?,"Os dados do aplicativo serão excluídos<br>e baixados novamente.<br>Os dados de jogo atuais não serão excluídos.<br><br>Ao restaurar os dados do aplicativo,<br>talvez seja possível resolver problemas que impeçam<br>o progresso do jogo devido a dados corrompidos.<br><br>Deseja restaurar os dados do aplicativo?",ข้อมูลที่บันทึกไว้จะถูกลบ<br>และดาวน์โหลดใหม่อีกครั้ง<br>ข้อมูลเกมที่กำลังเล่น<br>จะไม่ถูกลบ<br><br>เมื่อดำเนินการเรียกคืนข้อมูลแอป<br>บักที่เกิดขึ้นจากข้อมูลแอปเสีย<br>ซึ่งขัดขวางไม่ให้เกมทำงานอาจได้รับการแก้ไข<br><br>ต้องการเรียกคืนข้อมูลแอปหรือไม่,"Data aplikasi yang telah tersimpan akan dihapus<br>dan diunduh kembali.<br>Data game yang sedang dimainkan<br>tidak akan dihapus.<br><br>Dengan melakukan pemulihan data aplikasi,<br>bug yang disebabkan oleh kerusakan data aplikasi<br>yang menghambat progres game dapat diperbaiki.<br><br>Apakah kamu ingin melakukan pemulihan data aplikasi?","Dữ liệu ứng dụng đã lưu sẽ bị xóa<br>và được tải xuống lại.<br>Dữ liệu trò chơi đang được phát<br>sẽ không bị xóa.<br><br>Bằng cách khôi phục dữ liệu ứng dụng,<br>các lỗi do dữ liệu ứng dụng bị lỗi gây cản trở<br>tiến trình trò chơi có thể được khắc phục.<br><br>Bạn có muốn thực hiện khôi phục dữ liệu ứng dụng không?","Сохраненные данные приложения<br>будут удалены и загружены снова.<br>Данные текущей игры не будут удалены.<br><br>Восстановление данных приложения<br>может исправить неполадки, вызванные<br>повреждением данных.<br><br>Выполнить восстановление данных приложения?","Gespeicherte App-Daten werden gelöscht<br>und neu heruntergeladen.<br>Aktuell gespielte Spieldaten werden nicht gelöscht.<br><br>Indem du eine App-Datenwiederherstellung durchführst,<br>können Bugs, die durch Datenfehler erzeugt wurden<br>und den Spielfortschritt verhindern, behoben werden.<br><br>Möchtest du eine App-Datenwiederherstellung<br>durchführen?"
[TitleDataRecoveryProcessingTitle],Recovering app data...,アプリデータ修復中…,앱 데이터 복구 진행 중...,APP資料修復中……,正在修复应用数据……,Restauration des données...,Recuperando datos de la aplicación...,Restaurando dados do aplicativo...,กำลังเรียกคืนข้อมูลแอป...,Memulihkan data aplikasi...,Đang khôi phục dữ liệu ứng dụng...,Восстановление данных приложения...,App-Daten werden wiederhergestellt ...
[TitleDataRecoveryProcessingMessage],Please do not force the app to quit.,アプリを強制終了させないでください,앱을 강제로 종료하지 마세요.,請勿強制關閉App。,请勿强制关闭应用,Ne forcez pas la fermeture de l'application.,"Por favor, no obligues a la aplicación a cerrarse.",Não force o encerramento do aplicativo.,โปรดอย่าออกจากแอปขณะดำเนินการ,Harap jangan memaksa keluar aplikasi.,Vui lòng không thoát ứng dụng.,"Пожалуйста, не закрывайте приложение.",Erzwinge bitte nicht das Beenden der App.
[TitleDataRecoveryFinishTitle],App Data Recovery Complete,アプリデータ修復完了,앱 데이터 복구 완료,APP資料修復完畢,应用数据修复完毕,Restauration terminée,Recuperación de datos de la aplicación completa,Restauração de dados do aplicativo concluída,เรียกคืนข้อมูลแอปเสร็จสิ้น,Pemulihan Data Aplikasi Selesai,Hoàn Tất Khôi Phục Dữ Liệu Ứng Dụng,Восстановление данных приложения завершено,App-Datenwiederherstellung abgeschlossen
[TitleDataRecoveryFinishMessage],App data recovery has been completed.,アプリデータ修復が完了しました。,앱 데이터 복구가 완료되었습니다.,APP資料已修復完畢。,已完成应用数据修复。,Les données de l'application ont été restaurées.,La recuperación de datos de la aplicación se completó.,Os dados do aplicativo foram restaurados.,เรียกคืนข้อมูลแอปเสร็จสิ้นแล้ว,Pemulihan data aplikasi telah selesai.,Quá trình khôi phục dữ liệu ứng dụng đã hoàn tất.,Выполнено восстановление данных приложения.,App-Daten wurden vollständig wiederhergestellt.
[UserDataDeleteTitle],Reset Game Data,ゲームデータ初期化,게임 데이터 삭제,遊戲資料初始化,游戏数据初始化,Réinitialiser les données de jeu,Restablecer datos de juego,Redefinir dados de jogo,รีเซ็ตข้อมูลเกม,Reset Data Game,Đặt Lại Dữ Liệu Trò Chơi,Сброс игровых данных,Spieldaten zurücksetzen
[UserDataDeleteMessage],"Would you like to reset the game data<br>saved on your device?<br>If you would like to recover your game data and<br>play again, please perform an account link<br>before resetting your game data.<br><br><color=#BE5743FF>Game data cannot be restored once it is reset.</color>",端末に保存されているゲームデータを初期化しますか？<br>ゲームデータを復旧してプレイしたい場合は<br>初期化前にアカウント連携を行ってください。<br><br><color=#BE5742FF>初期化されたゲームデータは戻すことができません</color>,디바이스에 저장된 게임 데이터를 삭제합니다.<br><color=#BE5742FF>※삭제된 게임 데이터는 되돌릴 수 없습니다.</color><br><br>현재의 게임 데이터로 다시 플레이하려면<br>삭제하기 전에 계정 연동이 필요합니다.<br><br>게임 데이터 삭제를 진행하시겠습니까?,是否要初始化您儲存在裝置上的遊戲資料？<br>如果您希望復原遊戲資料，請先完成帳號連動。<br><br><color=#BE5742FF>遊戲資料一旦初始化即無法復原。</color>,是否要初始化设备上保存的游戏数据？<br>如果需要复原游戏数据，<br>请先完成账号绑定。<br><br><color=#BE5742FF>游戏数据一旦初始化，将无法复原。</color>,"Voulez-vous réinitialiser les données de jeu enregistrées sur cet appareil ?<br>Si vous souhaitez récupérer les données de jeu par la suite,<br>assurez-vous de lier votre compte avant de procéder.<br><br><color=#BE5742FF>Une fois réinitialisées, les données de jeu ne pourront plus être récupérées.</color>","¿Quieres restablecer los datos de juego<br>guardados en tu dispositivo?<br>Si quieres recuperar los datos del juego y volver a jugar,<br>realiza un vínculo de cuenta<br>antes de restablecer los datos del juego.<br><br><color=#BE5743FF>Los datos de juego no se pueden recuperar una vez que se restablecen.</color>","Deseja redefinir os dados de jogo salvos no dispositivo?<br>Caso pretenda recuperar os dados de jogo<br>para jogar novamente, faça uma vinculação de conta<br>antes da redefinição.<br><br><color=#BE5743FF>Dados de jogo redefinidos não podem ser recuperados.</color>",ต้องการรีเซ็ตข้อมูลเกม<br>ที่บันทึกในอุปกรณ์หรือไม่<br>หากต้องการเรียกคืนข้อมูลเกม<br>เพื่อเล่นอีกครั้ง โปรดเชื่อมโยงบัญชี<br>ก่อนดำเนินการรีเซ็ตข้อมูลเกม<br><br><color=#BE5743FF>หากรีเซ็ตข้อมูลเกมแล้วจะไม่สามารถเรียกคืนได้</color>,"Apakah kamu ingin mereset data game<br>yang tersimpan di perangkatmu?<br>Jika kamu ingin memulihkan data game milikmu dan<br>bermain kembali, harap lakukan penautan akun<br>sebelum mereset data game milikmu.<br><br><color=#BE5743FF>Data game tidak dapat dipulihkan setelah direset.</color>","Bạn có muốn đặt lại dữ liệu trò chơi<br>được lưu trên thiết bị không?<br>Nếu bạn muốn khôi phục dữ liệu trò chơi và<br>chơi lại, vui lòng thực hiện liên kết tài khoản<br>trước khi đặt lại dữ liệu trò chơi của bạn.<br><br><color=#BE5743FF>Không thể khôi phục dữ liệu trò chơi sau khi đã đặt lại.</color>","Выполнить сброс игровых данных,<br>сохраненных на вашем устройстве?<br>Если вы хотите восстановить свои<br>игровые данные и возобновить игру,<br>выполните привязку аккаунта перед сбросом.<br><br><color=#BE5743FF>После сброса игровые данные не подлежат<br>восстановлению.</color>","Möchtest du die auf deinem Gerät gespeicherten<br>App-Daten zurücksetzen?<br>Falls du die Spieldaten wiederherstellen und<br>weiterspielen möchtest,<br>führe bitte eine Kontoverknüpfung durch,<br>bevor du die Spieldaten zurücksetzt.<br><br><color=#BE5743FF>Zurückgesetzte Spieldaten können nicht<br>wiederhergestellt werden.</color>"
[UserDataDeleteYesButton],Reset,初期化,삭제,初始化,初始化,Réinitialiser,Restablecer,Redefinir,รีเซ็ต,Reset,Đặt Lại,Сброс,Zurücks.
[UserDataDeleteConfirmationTitle],Confirm Game Data Reset,ゲームデータ初期化確認,게임 데이터 삭제 확인,遊戲資料初始化提示,游戏数据初始化提示,Confirmer la réinitialisation des données de jeu,Confirmar restablecimiento de datos de juego,Confirmar redefinição dos dados de jogo,ยืนยันการรีเซ็ตข้อมูลเกม,Konfirmasi Reset Data Game,Xác Nhận Đặt Lại Dữ Liệu Trò Chơi,Подтверждение сброса игровых данных,Zurücksetzen der Spieldaten bestätigen
[UserDataDeleteConfirmationMessage],"If you reset your game data,<br>it cannot be restored.<br>Do you still wish to proceed?",初期化されたゲームデータは<br>元に戻すことはできません。<br>本当によろしいですか？,삭제된 게임 데이터는<br>되돌릴 수 없습니다.<br>정말 삭제하시겠습니까?,遊戲資料一旦初始化即無法復原。<br>確定要執行嗎？,游戏数据一旦初始化将无法复原。<br>是否继续？,"Une fois réinitialisées, les données de jeu<br>ne pourront plus être récupérées.<br>Confirmer ?","Si restableces los datos de juego,<br>no los podrás restaurar.<br>¿Quieres continuar?",Dados de jogo redefinidos<br>não podem ser recuperados.<br>Deseja mesmo prosseguir?,หากรีเซ็ตข้อมูลเกม<br>จะไม่สามารถเรียกคืนได้<br>ต้องการดำเนินการต่อหรือไม่,"Jika kamu mereset data game milikmu,<br>data tersebut tidak dapat dipulihkan.<br>Apakah kamu masih ingin melanjutkannya?","Nếu bạn đặt lại dữ liệu trò chơi,<br>dữ liệu này sẽ không thể khôi phục.<br>Bạn có muốn tiếp tục không?",После сброса игровые данные<br>не подлежат восстановлению.<br>Все равно продолжить?,"Wenn du die Spieldaten zurücksetzt,<br>können sie nicht wiederhergestellt werden.<br>Möchtest du trotzdem fortfahren?"
[UserDataDeleteConfirmationYesButton],Reset,初期化,삭제,初始化,初始化,Réinitialiser,Restablecer,Redefinir,รีเซ็ต,Reset,Đặt Lại,Сброс,Zurücks.
[UserDataDeleteCompleteTitle],Reset Complete,初期化完了,삭제 완료,初始化完畢,初始化完毕,Réinitialisation terminée,Restablecimiento completo,Redefinição concluída,รีเซ็ตเสร็จสิ้น,Reset Selesai,Hoàn Tất Đặt Lại,Сброс выполнен,Zurücksetzen abgeschlossen
[UserDataDeleteCompleteMessage],Your game data has been reset.,ゲームデータを初期化しました,게임 데이터가 삭제되었습니다.,遊戲資料已完成初始化。,已完成游戏数据初始化。,Les données de jeu ont été réinitialisées.,Los datos de juego se restablecieron.,Os dados de jogo foram redefinidos.,รีเซ็ตข้อมูลเกมแล้ว,Data game milikmu telah direset.,Dữ liệu trò chơi của bạn đã được đặt lại.,Ваши игровые данные были сброшены.,Deine Spieldaten wurden zurückgesetzt.
[SoundWarningTitle],Sound Warning,音声の再生,음성 재생 주의,音量提醒,音量提醒,Avertissement sur le son,Advertencia de sonidos,Reprodução de voz,เสียงเตือน,Peringatan Suara,Cảnh Báo Âm Thanh,Игровые звуки: предупреждение,Lautstärke-Warnung
